id,feature_type,created_at,updated_at,name,description,state_name,releases,parent_id,parent_name,owner_name,tags,start_date,end_date,Realizadores ativos de assinatura,ZhipChat (sample),Effort,Prioritization  score,Melhorar gerenciamento de campanha de Assinaturas priority,Melhorar gerenciamento de campanha de Assinaturas value,Alcançar Product Market Fit em Assinaturas priority,Alcançar Product Market Fit em Assinaturas value,Reduzir Churn de Receita Mensal para < 2% priority,Reduzir Churn de Receita Mensal para < 2% value,Aumentar engajamento e satisfação de realizadores de assinatura priority,Aumentar engajamento e satisfação de realizadores de assinatura value,"Recompensas (apoio, gestão e entrega) priority","Recompensas (apoio, gestão e entrega) value"
1865971,feature,2019-03-11 02:14:11 UTC,2021-08-05 03:47:43 UTC,Filtrar por projetos favoritos no Explore,"",Done,,808339,Descobrir projetos,Thiago Maia,"",,,,,3,,,,,,,,1,20,,
1865972,feature,2019-03-11 02:14:50 UTC,2019-06-26 07:59:43 UTC,Poder duplicar uma campanha,"",Icebox,,807812,Gerenciar um projeto,Thiago Maia,"",,,,,3,,,,,,,,,,,
1865975,feature,2019-03-11 02:15:46 UTC,2019-06-26 07:59:39 UTC,Poder duplicar uma recompensa,"",Icebox,,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,3,,,,,,,,,,,60
1986289,feature,2019-04-05 05:24:13 UTC,2019-06-26 07:37:27 UTC,Buscar projetos por tags,"",Icebox,,808339,Descobrir projetos,Thiago Maia,"",,,,,3,,,,,,,,1,20,,
2413362,feature,2019-06-25 00:52:01 UTC,2021-07-13 01:57:05 UTC,Poder copiar um boleto pelo email,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
2413363,feature,2019-06-25 00:53:18 UTC,2021-07-13 01:57:05 UTC,Editar um pagamento já feito em projeto online pontual,"",Icebox,(Default Release Group) 2020,808180,Apoiar um projeto,Thiago Maia,"",,,,,13,0,,,,,,,,,,80
2413364,feature,2019-06-25 00:53:44 UTC,2021-07-13 01:57:05 UTC,Selecionar mais de uma recompensa na hora do apoio,"",Icebox,(Default Release Group) 2020,808180,Apoiar um projeto,Thiago Maia,"",,,,,13,0,,,,,,,,,,80
2413368,feature,2019-06-25 00:57:18 UTC,2021-08-05 07:46:29 UTC,Poder adicionar cartões de crédito no perfil do usuário,"",Backlog,(Default Release Group) 2020,8924870,Assinar uma campanha no Catarse,Thiago Maia,"",,,,,5,0,,,,,,,,,2,60
2413371,feature,2019-06-25 00:58:42 UTC,2021-07-13 01:57:05 UTC,Ter double opt-in de email (autenticar email de login do Catarse),"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
2413381,feature,2019-06-25 01:03:40 UTC,2021-08-05 07:46:19 UTC,"Poder ""cancelar uma solicitação de cancelamento"" de assinatura","",Icebox,,808330,Resgatar assinantes perdidos,Thiago Maia,"",,,,,,,,,,,,,,,,
2413384,feature,2019-06-25 01:05:51 UTC,2021-08-05 07:44:59 UTC,Galeria de imagens em projetos,"",Icebox,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,,,,,,,,,,,,
2413407,feature,2019-06-25 01:12:35 UTC,2021-08-05 07:44:13 UTC,Enviar boleto como arquivo em anexo no email,"",Icebox,,8924870,Assinar uma campanha no Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
2413451,feature,2019-06-25 01:19:21 UTC,2021-08-05 07:44:13 UTC,Alterar cartão de crédito da assinatura em 1 clique,"",Backlog,(Default Release Group) 2020,8924870,Assinar uma campanha no Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
2413452,feature,2019-06-25 01:20:01 UTC,2021-07-13 01:57:05 UTC,Áudio para deficientes visuais no site,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
2413526,feature,2019-06-25 01:51:30 UTC,2019-06-26 07:59:43 UTC,Poder esconder o valor da arrecadação em projetos pontuais,"",Icebox,,807812,Gerenciar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
2414341,feature,2019-06-25 04:53:04 UTC,2019-06-26 08:00:56 UTC,Valor do frete não fazer parte do valor da meta,"",Icebox,,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,5,0,,,,,,,,,,0
2414344,feature,2019-06-25 04:53:25 UTC,2019-06-26 08:00:56 UTC,Não cobrarmos % sobre o valor do frete,"",Icebox,,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,20,0,,,,,,,,,,80
2414364,feature,2019-06-25 05:04:03 UTC,2021-08-05 07:44:13 UTC,Deixar mais claro a edição de assinaturas no perfil de usuário,"",Icebox,,8924870,Assinar uma campanha no Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
2414368,feature,2019-06-25 05:06:03 UTC,2019-06-28 11:01:46 UTC,Ter a possibilidade de editar um questionário,"",Backlog,(Default Release Group) 4T 2019,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,3,0,,,,,,,,,2,60
2414392,feature,2019-06-25 05:25:12 UTC,2021-08-05 07:44:59 UTC,Filtrar assinantes por última cobrança na Base de Assinantes,Ter um filtro na Base de Assinantes online de 'Última cobrança',Backlog,(Default Release Group) 4T 2019,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,2,0,,,,,,,2,60,,
2414393,feature,2019-06-25 05:27:32 UTC,2019-06-28 11:01:46 UTC,Botão de 'BAIXAR TODOS OS RELATORIOS' na página de Relatório de apoios,"",Backlog,(Default Release Group) 2020,807812,Gerenciar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,60
2414401,feature,2019-06-25 05:39:05 UTC,2019-06-26 07:59:43 UTC,Avisar no painel de controle o que pode e o que não pode ser mudado com a campanha no ar,"",Icebox,,807812,Gerenciar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
2414404,feature,2019-06-25 05:45:20 UTC,2019-06-26 07:53:33 UTC,Poder enviar novidades para apoiadores de projetos antigos,"",Icebox,,2421471,Novidades (posts),Thiago Maia,"",,,,,,,,,,,,,,,,
2414480,feature,2019-06-25 06:14:46 UTC,2021-07-13 01:57:05 UTC,Gerar boletos a partir de uma hashtag,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
2421388,feature,2019-06-26 07:12:16 UTC,2021-07-13 01:57:05 UTC,Antecipar pagamentos de parcelas feitas a um projeto pontual,"",Icebox,,808180,Apoiar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
2421389,feature,2019-06-26 07:13:22 UTC,2021-08-05 07:44:59 UTC,Notificação de aviso de update e downgrade de assinatura,"",Backlog,(Default Release Group) 4T 2019,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,1,0,,,,,,,,60,,40
2421390,feature,2019-06-26 07:15:20 UTC,2019-06-26 07:53:33 UTC,Poder editar uma novidade,"",Icebox,,2421471,Novidades (posts),Thiago Maia,"",,,,,,,,,,,,,,,,
2421391,feature,2019-06-26 07:15:48 UTC,2019-06-26 07:53:34 UTC,Ter um leia mais nas novidades de projetos,"",Icebox,,2421471,Novidades (posts),Thiago Maia,"",,,,,,,,,,,,,,,,
2421392,feature,2019-06-26 07:16:18 UTC,2019-06-26 07:53:34 UTC,Poder dar like em um post de novidades,"",Icebox,,2421471,Novidades (posts),Thiago Maia,"",,,,,,,,,,,,,,,,
2421393,feature,2019-06-26 07:16:31 UTC,2019-06-26 07:53:34 UTC,Poder compartilhar um post de novidades,"",Icebox,,2421471,Novidades (posts),Thiago Maia,"",,,,,,,,,,,,,,,,
2421394,feature,2019-06-26 07:17:27 UTC,2019-06-26 07:37:27 UTC,Ter seção de projetos recentes na Home do Catarse,"",Icebox,,808339,Descobrir projetos,Thiago Maia,"",,,,,,,,,,,,,,,,
2421471,component,2019-06-26 07:40:55 UTC,2021-08-05 07:46:41 UTC,Novidades (posts),"",Icebox,,8924860,Interagir com minha base de assinantes,Thiago Maia,"",,,,,,,,,,,,,,,,
2421486,component,2019-06-26 07:46:30 UTC,2021-08-05 07:46:41 UTC,Mensagens,"",Icebox,,8924860,Interagir com minha base de assinantes,Thiago Maia,"",,,,,,,,,,,,,,,,
2421529,component,2019-06-26 07:58:02 UTC,2019-06-26 07:59:43 UTC,Recompensas e fullfilment,"",Icebox,,807812,Gerenciar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
2422716,feature,2019-06-26 11:54:54 UTC,2021-08-05 07:46:35 UTC,Envio de relatórios de assinatura por email (fila de download),"",Done,(Default Release Group) 3T 2019,8923017,Catarse Assinaturas,Thiago Maia,"",,,,,8,0,,,,,,,,80,,
2428227,feature,2019-06-27 03:58:19 UTC,2019-10-17 02:59:36 UTC,Relatórios do Catarse permitirem a geração de etiquetas e envio de códigos de rastreio (via Zapier e Zoho Docs),"Ainda não está claro exatamente como será essa feature (se é simplesmente algo relacionado a geração de um material que explique como gerar as etiquetas, ou se é de fato uma feature que iremos permitir gerar etiquetas direto pelo site do Catarse) - isso seria o ideal",Done,(Default Release Group) 3T 2019,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,5,0,,,,,,,,,3,100
2428256,feature,2019-06-27 04:00:57 UTC,2019-08-26 01:33:23 UTC,[BUG] Faltam Siglas de Unidades Federativas nos relatórios,Existem siglas de UF do Brasil que não estão aparecendo nos relatórios para download de projetos pontuais (não chequei projetos de assinatura - é bom checar pra ver se o problema é o mesmo). Baixe por exemplo um relatório de apoiadores confirmados desse projeto <https://www.catarse.me/projects/45078/contributions_report>,Done,(Default Release Group) 3T 2019,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,1,0,,,,,,,,,3,100
2428270,feature,2019-06-27 04:03:22 UTC,2019-08-26 01:32:06 UTC,[BUG] Falta coluna de país nos relatórios do Catarse,"Precisamos incluir uma coluna de 'País' nos relatórios para download, pois realizadores que precisam fazer entregas de recompensas em outros países não tem como saber qual é o país que ele precisa fazer a entrega.",Done,(Default Release Group) 3T 2019,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,1,0,,,,,,,,,3,100
2428276,feature,2019-06-27 04:04:51 UTC,2019-08-26 01:33:26 UTC,[BUG] Entender porque tem apoios nos relatórios sem CEP,Existem linhas que estão sem o CEP aqui nesse relatório. Entender o que pode estar causando isso: <https://www.catarse.me/projects/45078/contributions_report>,Done,(Default Release Group) 3T 2019,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,1,0,,,,,,,,,3,100
2428329,feature,2019-06-27 04:46:13 UTC,2019-06-28 11:08:38 UTC,Poder editar endereço de entrega direto no perfil de usuário (aba Projetos Apoiados),"Hoje, para editar o endereço de entrega de um apoio de projeto pontual, a única forma é respondendo um questionário. Caso o realizador não envie um questionário, o apoiador fica sem ter como atualizar seu endereço de entrega. Para isso, precisamos permitir que o apoiador possa editar o endereço de entrega de um apoio seu, direto pela aba de projetos apoiados.",Backlog,(Default Release Group) 3T 2019,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,3,0,,,,,,,,,3,80
2428332,feature,2019-06-27 04:51:06 UTC,2019-08-26 01:33:21 UTC,[BUG] Endereço Internacional deve sobrescrever campos já preenchidos anteriormente de endereços nacionais,"Repare que o usuário ID 178274 do projeto <https://www.catarse.me/contos_dos_orixas_pre_venda?ref=user_contributed&project_id=45078&project_user_id=457084> colocou um endereço gringo, mas antes ele provavelmente tinha um endereço brasileiro. Com isso, o endereço dele informado por nós ficou uma bagunça, pois misturou dados do endereço gringo, com o complemento e bairro do endereço nacional.  
",Done,(Default Release Group) 3T 2019,2421529,Recompensas e fullfilment,Thiago Maia,"",,,,,1,0,,,,,,,,,3,100
2453357,subfeature,2019-07-02 12:11:47 UTC,2019-07-09 01:48:17 UTC,Ter um link do questionário para ser compartilhado,"Para permitir que os realizadores reenviem seus questionários, vamos disponibilizar um link dos questionários, para que eles possam ser reenviados (via email, novidades, etc), caso os realizadores precisem fazer uma ação de reenvio.",Backlog,(Default Release Group) 3T 2019,1443009,Ter a possibilidade de reenviar um questionário,Thiago Maia,"",,,,,,,,,,,,,,,,
2485084,product,2019-07-03 08:43:49 UTC,2019-07-03 08:43:49 UTC,Unsorted ideas,"",Icebox,,,,,"",,,,,,,,,,,,,,,,
2521855,feature,2019-07-10 00:49:29 UTC,2021-08-05 07:41:21 UTC,Recompensas esgotadas vão para o final da fila,"Para facilitar a visualização das recompensas na página de projeto, sempre que uma recompensa é esgotada, ela vai para o final da fila ali na coluna de recompensas",Backlog,(Default Release Group) 4T 2019,8924870,Assinar uma campanha no Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
2521858,feature,2019-07-10 00:50:43 UTC,2021-08-05 07:41:21 UTC,Recompensas em destaque,"Para dar mais controle ao realizador, ele poderá escolher uma recompensa para ficar em destaque, que ficará fixada no topo da coluna de recompensas, na página de projeto",Backlog,(Default Release Group) 4T 2019,8924870,Assinar uma campanha no Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
2784703,feature,2019-08-26 01:31:17 UTC,2019-10-17 03:00:03 UTC,[BUG] Ajustar timezone nos dados informados de apoios aos realizadores,"",Done,(Default Release Group) 3T 2019,865701,Acompanhar o andamento da minha campanha,Thiago Maia,"",,,,,,,,,,,,,,,,
2784708,feature,2019-08-26 01:37:45 UTC,2021-07-13 01:57:05 UTC,Exibir próxima data de cobrança de assinaturas no histórico de apoio,"",Done,(Default Release Group) 2T 2019,808180,Apoiar um projeto,Thiago Maia,"",,,,,,,,,,,,,,,,
3336909,feature,2019-11-21 03:14:58 UTC,2019-11-21 03:14:58 UTC,Poder deletar perfil que já tenha tido projeto financiado,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
3336934,feature,2019-11-21 03:17:51 UTC,2021-08-05 07:40:31 UTC,Poder deletar assinaturas inativas da Base de Assinantes,"",Icebox,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,,,,,,,,,,,,
3336936,feature,2019-11-21 03:18:33 UTC,2021-08-05 07:45:00 UTC,Alterar título de emails de assinaturas,"",Icebox,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,,,,,,,,,,,,
3336940,feature,2019-11-21 03:20:32 UTC,2019-11-21 03:20:32 UTC,"Ter um log que registre quando o realizador ou o apoiador marcou como ""Recebi recompensa""","",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
3336952,feature,2019-11-21 03:25:19 UTC,2021-08-05 07:35:52 UTC,Aumentar o espaço entre retentativas,"",Icebox,,808330,Resgatar assinantes perdidos,Thiago Maia,"",,,,,,,,,,,,,,,,
3336954,feature,2019-11-21 03:26:30 UTC,2019-11-21 03:26:30 UTC,Deixar mais claro onde estão as respostas dos questionários,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
3336978,feature,2019-11-21 03:34:28 UTC,2019-11-21 03:34:28 UTC,Boletos terem um prazo maior de vencimento,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
3337004,feature,2019-11-21 03:39:06 UTC,2019-11-21 03:39:06 UTC,Gerar etiquetas de envio direto pelo Catarse,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
3337005,feature,2019-11-21 03:39:26 UTC,2019-11-21 03:39:26 UTC,Enviar códigos de rastreio para apoiadores pelo Catarse,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
3337009,feature,2019-11-21 03:41:33 UTC,2019-11-21 03:41:33 UTC,Poder baixar planilha com dados dos projetos apoiados,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
3975396,feature,2020-02-19 04:14:17 UTC,2021-08-05 07:44:13 UTC,Ter opção de pontual e recorrente no mesmo projeto,"",Icebox,,8924870,Assinar uma campanha no Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
3975397,feature,2020-02-19 04:14:43 UTC,2020-02-19 04:14:43 UTC,Ter metas progressivas em projetos pontuais,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
3975399,feature,2020-02-19 04:16:09 UTC,2020-02-19 04:16:09 UTC,Facilitar o acesso a feature de encontrar amigos,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
3975401,feature,2020-02-19 04:16:18 UTC,2020-02-19 04:16:18 UTC,Pesquisar por pessoas,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
3975405,feature,2020-02-19 04:16:56 UTC,2021-08-05 07:37:52 UTC,Integrar campanha com Wordpress,"",Icebox,,8924853,Integrar campanha com outros apps,Thiago Maia,"",,,,,,,,,,,,,,,,
3975408,feature,2020-02-19 04:19:12 UTC,2021-08-05 03:50:20 UTC,Poder selecionar recompensa esgotada durante alteração de assinatura,"",Done,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
3975414,feature,2020-02-19 04:20:24 UTC,2021-08-05 07:45:00 UTC,Poder remover imagem de fundo em projetos de Assinatura,"",Icebox,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,,,,,,,,,,,,
3975422,feature,2020-02-19 04:23:39 UTC,2020-02-19 04:23:39 UTC,Deixar claro na Nota Fiscal do Catarse que cobramos somente pelo nosso serviço,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
3975427,feature,2020-02-19 04:26:21 UTC,2021-08-05 07:45:00 UTC,Filtrar assinantes por cidade na Base de Assinantes,"",Icebox,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,,,,,,,,,,,,
5211944,feature,2020-07-27 02:50:59 UTC,2020-07-27 02:50:59 UTC,Poder alterar meio de pagamento com boleto já gerado,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
5211950,feature,2020-07-27 02:52:52 UTC,2020-07-27 02:52:52 UTC,converter moeda,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
5211954,feature,2020-07-27 02:54:27 UTC,2020-07-27 02:54:27 UTC,Aceitar Apple Pay como meio de pagamento,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
5211976,feature,2020-07-27 02:56:16 UTC,2020-07-27 02:56:16 UTC,Ter mensagem de boas vindas dentro da própria plataforma do Catarse,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
5211992,feature,2020-07-27 03:07:17 UTC,2020-07-27 03:07:17 UTC,Calcular frete automaticamente,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
8923017,product,2021-08-05 03:41:56 UTC,2021-08-05 03:41:56 UTC,Catarse Assinaturas,"",Icebox,,,,Thiago Maia,"",,,,,,,,,,,,,,,,
8924852,component,2021-08-05 07:30:57 UTC,2021-08-05 07:46:35 UTC,Gerenciar minha campanha de assinaturas,"",Icebox,,8923017,Catarse Assinaturas,Thiago Maia,"",,,,,,,,,,,,,,,,
8924853,component,2021-08-05 07:31:18 UTC,2021-08-05 07:45:00 UTC,Integrar campanha com outros apps,"",Icebox,,8924852,Gerenciar minha campanha de assinaturas,Thiago Maia,"",,,,,,,,,,,,,,,,
8924860,component,2021-08-05 07:33:32 UTC,2021-08-05 07:46:35 UTC,Interagir com minha base de assinantes,"",Icebox,,8923017,Catarse Assinaturas,Thiago Maia,"",,,,,,,,,,,,,,,,
8924870,component,2021-08-05 07:35:36 UTC,2021-08-05 07:46:35 UTC,Assinar uma campanha no Catarse,"",Icebox,,8923017,Catarse Assinaturas,Thiago Maia,"",,,,,,,,,,,,,,,,
8924893,component,2021-08-05 07:39:31 UTC,2021-08-05 07:46:35 UTC,Receber o dinheiro de minha campanha de assinaturas,"",Icebox,,8923017,Catarse Assinaturas,Thiago Maia,"",,,,,,,,,,,,,,,,
9507611,feature,2021-09-21 03:05:12 UTC,2021-09-21 03:05:12 UTC,Extender o prazo de campanha para fazer Late Pledge,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
9507615,feature,2021-09-21 03:06:36 UTC,2021-09-21 03:06:36 UTC,Campanhas assinaturas finalizadas precisam ter um status de Finalizada no Catarse,"",Icebox,,8923017,Catarse Assinaturas,Thiago Maia,"",,,,,,,,,,,,,,,,
9507618,feature,2021-09-21 03:07:49 UTC,2021-09-21 03:07:49 UTC,Poder cadastrar um pagamento externo no Catarse,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
9507622,feature,2021-09-21 03:09:33 UTC,2021-09-21 03:09:33 UTC,Poder fazer upload de vídeos direto no Catarse,"",Icebox,,8923017,Catarse Assinaturas,Thiago Maia,"",,,,,,,,,,,,,,,,
9507629,feature,2021-09-21 03:12:50 UTC,2021-09-21 03:12:50 UTC,Ter tabela sobre assinantes que mudaram de nível de apoio,"",Icebox,,8923017,Catarse Assinaturas,Thiago Maia,"",,,,,,,,,,,,,,,,
9507631,feature,2021-09-21 03:13:52 UTC,2021-09-21 03:13:52 UTC,Realizador escolher não oferecer pagamento sem recompensa,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
9507633,feature,2021-09-21 03:14:20 UTC,2021-09-21 03:14:20 UTC,Taxa do Catarse ser separada da taxa do meio de pagamento,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
9507638,feature,2021-09-21 03:16:40 UTC,2021-09-21 03:16:40 UTC,Realizador poder cadastrar mais de um email,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
9507648,feature,2021-09-21 03:20:34 UTC,2021-09-21 03:20:34 UTC,Ter uma seção de FAQ nos projetos,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
9507657,feature,2021-09-21 03:23:23 UTC,2021-09-21 03:23:23 UTC,Admin poder cancelar um boleto,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
9507660,feature,2021-09-21 03:27:09 UTC,2021-09-21 03:27:09 UTC,Ter tooltip com artigo da base de conhecimento informando sobre erros no envio de novidades,"",Icebox,,807811,Catarse,Thiago Maia,"",,,,,,,,,,,,,,,,
